Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Cluster,Age Bracket,Hierarchical Cluster,Risk Score,Risk Category
42,male,2,1,unknown,moderate,2427,18,0,2,30-50,3,13.223185265438788,Low Risk
47,male,1,1,little,unknown,2538,24,1,2,30-50,4,13.847508125677141,Low Risk
25,male,2,2,moderate,moderate,1264,15,1,3,<30,4,6.908179848320693,Low Risk
49,male,2,1,little,moderate,8386,30,4,0,30-50,2,45.54983748645721,Low Risk
33,male,3,2,little,unknown,4844,48,0,0,30-50,2,26.436890574214523,Low Risk
28,female,3,1,moderate,rich,2923,21,1,1,<30,1,15.91955579631636,Low Risk
26,male,2,1,little,little,8229,36,1,0,<30,1,44.72372697724811,Low Risk
30,male,1,1,little,unknown,2028,24,4,3,<30,4,11.084777898158181,Low Risk
25,female,2,2,little,little,1433,15,4,3,<30,4,7.823672806067172,Low Risk
33,male,2,1,little,rich,6289,42,0,0,30-50,1,34.23889490790899,Low Risk
64,female,2,1,moderate,unknown,1409,13,5,2,50+,3,7.686890574214518,Low Risk
29,male,3,0,little,little,6579,24,1,0,<30,1,35.73672806067172,Low Risk
48,male,1,1,little,moderate,1743,24,5,2,30-50,4,9.539544962080175,Low Risk
37,male,1,1,unknown,unknown,3565,12,3,3,30-50,4,19.364842903575298,Low Risk
34,male,1,1,moderate,unknown,1569,15,5,3,30-50,4,8.561755146262188,Low Risk
23,male,1,2,unknown,little,1936,18,5,3,<30,4,10.563380281690142,Low Risk
30,male,3,1,little,little,3959,36,4,0,<30,1,21.592632719393283,Low Risk
50,male,2,1,unknown,unknown,2390,12,1,2,30-50,3,12.999729144095342,Low Risk
31,female,1,1,little,unknown,1736,12,4,3,30-50,4,9.454225352112678,Low Risk
40,male,3,1,little,little,3857,30,1,0,30-50,2,21.01570964247021,Low Risk
38,male,2,1,little,unknown,804,12,5,3,30-50,4,4.405471289274107,Low Risk
23,male,2,0,little,little,1845,45,5,1,<30,1,10.177410617551462,Low Risk
27,male,2,1,moderate,moderate,4576,45,1,0,<30,1,24.971560130010836,Low Risk
